Parcel,Code,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
FSL172,GLLE3,3,,0,,0,,1,,6,,,,,,,,,,,,,,,
FSL172,BAHY,0,,0,,0,,7,,2,,,,,,,,,,,,,,,
FSL172,JUBA,1,,0,,2,,0,,1,,,,,,,,,,,,,,,
FSL172,PHAU7,0,,3,,0,,0,,0,,,,,,,,,,,,,,,
FSL172,ERNA10,0,,0,,1,,0,,0,,,,,,,,,,,,,,,
FSL172,LELA2,0,,0,,0,,1,,0,,,,,,,,,,,,,,,
FSL172,PYRA,1,,0,,0,,0,,0,,,,,,,,,,,,,,,
FSL172,SYAS3,0,,1,,0,,0,,0,,,,,,,,,,,,,,,
FSL187,SPAI,17,,3,,2,,26,,29,,2,,,,,,,,,,,,,
FSL187,DISP,6,,16,,17,,6,,5,,11,,,,,,,,,,,,,
FSL187,NIOC2,0,,6,,1,,0,,1,,0,,,,,,,,,,,,,
FSL187,JUBA,0,,0,,0,,0,,1,,0,,,,,,,,,,,,,
FSL187,SPGR,0,,0,,0,,0,,1,,0,,,,,,,,,,,,,
FSL187,ATPA3,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
FSL187,GLLE3,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
FSL187,JUME4,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
FSL187,PYRA,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
FSL187,SUNI,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
FSP004,SAVE4,2,,22,,5,,3,,8,,5,,4,,0,,,,,,,,,
FSP004,ATTO,14,,5,,4,,2,,7,,0,,0,,8,,,,,,,,,
FSP004,ERNA10,7,,0,,1,,2,,0,,0,,5,,0,,,,,,,,,
FSP004,SPAI,0,,0,,1,,6,,0,,0,,0,,2,,,,,,,,,
FSP004,DISP,2,,0,,1,,0,,0,,0,,0,,5,,,,,,,,,
FSP004,ELEOC,0,,0,,8,,0,,0,,0,,0,,0,,,,,,,,,
FSP004,CYDA,0,,0,,6,,0,,0,,0,,0,,0,,,,,,,,,
FSP004,ERCA20,4,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
FSP004,GNLU,0,,0,,3,,0,,0,,1,,0,,0,,,,,,,,,
FSP004,JUME4,0,,0,,0,,0,,0,,0,,0,,4,,,,,,,,,
FSP004,SATR12,0,,0,,0,,1,,2,,0,,1,,0,,,,,,,,,
FSP004,PADI6,0,,0,,0,,0,,0,,0,,0,,3,,,,,,,,,
FSP004,HOJU,0,,0,,1,,0,,0,,0,,0,,0,,,,,,,,,
FSP004,MUAS,0,,0,,1,,0,,0,,0,,0,,0,,,,,,,,,
FSP004,STEPH,0,,0,,0,,0,,0,,0,,1,,0,,,,,,,,,
FSP004,TRIFO,0,,0,,1,,0,,0,,0,,0,,0,,,,,,,,,
FSP006,SAVE4,14,,14,,11,,1,16,,,,,,,,,,,,,,,,
FSP006,ATTO,0,,9,,0,,8,0,,,,,,,,,,,,,,,,
FSP006,ERNA10,1,,0,,0,,3,0,,,,,,,,,,,,,,,,
FSP006,SPAI,1,,0,,0,,2,0,,,,,,,,,,,,,,,,
FSP006,ATCO,0,,0,,0,,0,0,,,,,,,,,,,,,,,,
FSP015,SPAI,14,,7,,0,,2,,3,,1,,2,,,,,,,,,,,
FSP015,ATTO,0,,0,,16,,6,,0,,0,,3,,,,,,,,,,,
FSP015,ARTRT,3,,2,,0,,3,,4,,3,,0,,,,,,,,,,,
FSP015,SAVE4,0,,0,,0,,0,,0,,13,,0,,,,,,,,,,,
FSP015,JUBA,0,,11,,0,,0,,0,,0,,0,,,,,,,,,,,
FSP015,ERNA10,7,,1,,0,,0,,0,,0,,0,,,,,,,,,,,
FSP015,ATCO,0,,0,,0,,2,,0,,0,,0,,,,,,,,,,,
FSP015,SATR12,0,,0,,0,,0,,0,,0,,2,,,,,,,,,,,
FSP015,STPA4,0,,0,,0,,2,,0,,0,,0,,,,,,,,,,,
FSP015,DISP,0,,1,,0,,0,,0,,0,,0,,,,,,,,,,,
FSP015,JUME4,0,,1,,0,,0,,0,,0,,0,,,,,,,,,,,
FSP015,ASFA,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,
FSP015,CAREX,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,
FSP015,ERBA7,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,
FSP015,MUAS,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,
