Parcel,Code,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
BGP094,ASFA,2,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BGP094,ELCI2,0,,0,,1,,0,,0,,0,,,,,,,,,,,,,
BGP094,JUME4,0,,1,,0,,0,,0,,0,,,,,,,,,,,,,
BGP154,ATTO,8,,6,,20,,24,,17,,15,,,,,,,,,,,,,
BGP154,SAVE4,3,,9,,0,,3,,0,,5,,,,,,,,,,,,,
BGP154,SPAI,4,,4,,1,,0,,5,,2,,,,,,,,,,,,,
BGP154,ERNA10,0,,0,,0,,3,,0,,2,,,,,,,,,,,,,
BGP154,SAEX,3,,0,,0,,2,,0,,0,,,,,,,,,,,,,
BGP154,BAHY,0,,0,,3,,0,,0,,0,,,,,,,,,,,,,
BGP154,GLLE3,3,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BGP154,DISP,0,,0,,0,,1,,0,,0,,,,,,,,,,,,,
BGP157,ATTO,0,,22,,4,,3,,12,,13,,1,,0,,,,,,,,,
BGP157,SPAI,18,,3,,2,,12,,10,,0,,5,,1,,,,,,,,,
BGP157,ERNA10,0,,14,,4,,3,,8,,6,,5,,5,,,,,,,,,
BGP157,DISP,0,,0,,0,,0,,2,,3,,19,,0,,,,,,,,,
BGP157,SAEX,20,,0,,0,,0,,0,,2,,0,,0,,,,,,,,,
BGP157,MEAL2,17,,0,,0,,3,,0,,0,,0,,0,,,,,,,,,
BGP157,SALA3,14,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,ELTR3,13,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,ARTRT,0,,0,,4,,0,,0,,3,,1,,4,,,,,,,,,
BGP157,SAVE4,0,,0,,11,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,ASFA,6,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,BAHY,0,,0,,1,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,ATCO,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,ATSE2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,HEAN3,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,LACO13,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,MESA,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,ROWO,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,SAGO,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,STPA4,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP157,TEAX,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BGP162,ATTO,1,,11,,12,,1,,0,,3,,6,,6,,1,,,,,,,
BGP162,ARTRT,0,,0,,0,,0,,1,,14,,0,,0,,3,,,,,,,
BGP162,ERNA10,0,,0,,6,,0,,2,,2,,0,,3,,3,,,,,,,
BGP162,ROPS,0,,14,,0,,0,,0,,0,,0,,0,,0,,,,,,,
BGP162,BAHY,0,,0,,0,,13,,0,,0,,0,,0,,0,,,,,,,
BGP162,SAVE4,0,,0,,2,,4,,2,,1,,0,,0,,0,,,,,,,
BGP162,SPAI,0,,0,,0,,3,,0,,1,,0,,1,,2,,,,,,,
BGP162,MALE3,0,,0,,0,,3,,0,,0,,0,,0,,0,,,,,,,
BGP162,SATR12,1,,0,,0,,1,,0,,0,,1,,0,,0,,,,,,,
BGP162,ATCO,0,,0,,0,,0,,1,,0,,0,,0,,0,,,,,,,
BGP162,LACO13,0,,0,,0,,1,,0,,0,,0,,0,,0,,,,,,,
BGP162,SUNI,0,,0,,0,,0,,0,,0,,1,,0,,0,,,,,,,
BGP205,SPAI,8,0,4,0,0,0,6,3,7,6,7,8,10,0,9,8,,,,,,,,
BGP205,ATTO,3,1,1,4,4,6,0,1,2,1,3,2,5,7,2,2,,,,,,,,
BGP205,ERNA10,2,1,2,0,0,1,0,0,2,10,5,4,3,4,0,10,,,,,,,,
BGP205,SAVE4,4,9,1,5,7,5,0,1,1,1,0,0,0,0,2,0,,,,,,,,
BGP205,DISP,0,0,1,0,0,1,1,2,0,1,2,3,1,1,0,1,,,,,,,,
BGP205,ERDE6,0,0,0,0,0,0,0,0,0,2,0,0,6,6,0,0,,,,,,,,
BGP205,STEPH,1,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0,,,,,,,,
BGP205,CORA5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,,,,,,,,
BGP205,ARTRT,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,,,,,,,,
BGP205,ATCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,
BGP205,SATR12,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,,,,
BGP205,ARCA6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
BGP205,GLLE3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,
BGP205,ELTR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,
BGP205,ERSP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,
BGP205,SUNI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
BGP205,TEAX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,
BIS055,ATTO,11,,33,,10,,22,,0,,,,,,,,,,,,,,,
BIS055,DISP,10,,4,,7,,35,,11,,,,,,,,,,,,,,,
BIS055,ERNA10,29,,0,,2,,1,,19,,,,,,,,,,,,,,,
BIS055,ELTR3,3,,0,,5,,8,,0,,,,,,,,,,,,,,,
BIS055,GLLE3,1,,0,,15,,0,,0,,,,,,,,,,,,,,,
BIS055,ROWO,0,,0,,11,,1,,0,,,,,,,,,,,,,,,
BIS055,SAEX,0,,0,,8,,0,,0,,,,,,,,,,,,,,,
BIS055,SPAI,2,,0,,0,,0,,6,,,,,,,,,,,,,,,
BIS055,APCA,0,,0,,6,,0,,0,,,,,,,,,,,,,,,
BIS055,ZESE80,0,,2,,0,,0,,0,,,,,,,,,,,,,,,
BIS055,ASLE8,0,,0,,0,,0,,1,,,,,,,,,,,,,,,
BIS055,JUBA,0,,0,,0,,0,,1,,,,,,,,,,,,,,,
BIS055,AIAL,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS055,PYRA,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS055,ROPS,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,ELTR3,33,,34,,2,,13,,7,,,,,,,,,,,,,,,
BIS060,DISP,28,,4,,9,,9,,11,,,,,,,,,,,,,,,
BIS060,SPAI,1,,0,,32,,23,,1,,,,,,,,,,,,,,,
BIS060,ERNA10,2,,0,,3,,7,,12,,,,,,,,,,,,,,,
BIS060,GLLE3,6,,0,,3,,7,,5,,,,,,,,,,,,,,,
BIS060,ATTO,2,,0,,8,,0,,0,,,,,,,,,,,,,,,
BIS060,SAEX,9,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,JUBA,1,,2,,1,,1,,2,,,,,,,,,,,,,,,
BIS060,ROWO,7,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,LEAP7,0,,6,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,BAHY,0,,0,,0,,0,,3,,,,,,,,,,,,,,,
BIS060,MEAL2,0,,0,,1,,1,,0,,,,,,,,,,,,,,,
BIS060,AGROP2,0,,0,,1,,0,,0,,,,,,,,,,,,,,,
BIS060,CIIN,0,,1,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,ASSP,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,CIVU,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,MESA,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,POFR2,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,PYRA,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,SALA3,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS060,SYAS3,0,,0,,0,,0,,0,,,,,,,,,,,,,,,
BIS085,ERNA10,7,,1,23,13,,20,,9,,10,,,,,,,,,,,,,
BIS085,SPAI,0,,0,0,25,,0,,7,,22,,,,,,,,,,,,,
BIS085,DISP,4,,1,14,3,,13,,9,,7,,,,,,,,,,,,,
BIS085,ELTR3,0,,0,25,0,,2,,0,,1,,,,,,,,,,,,,
BIS085,ATTO,0,,10,4,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,SATR12,13,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,JUBA,0,,0,2,0,,0,,0,,7,,,,,,,,,,,,,
BIS085,BAHY,2,,2,1,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,SALA3,0,,0,0,0,,2,,0,,0,,,,,,,,,,,,,
BIS085,CHHI,0,,0,1,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,JUME4,0,,0,1,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,MEAL2,0,,0,0,0,,1,,0,,0,,,,,,,,,,,,,
BIS085,AMAC2,0,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,CIIN,0,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,KOSC,0,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,LASE,0,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,LEAP7,0,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,LELA2,0,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BIS085,OEEL,0,,0,0,0,,0,,0,,0,,,,,,,,,,,,,
BLK002,ERNA10,5,,8,,2,,8,,10,,4,,7,,,,0,,9,,0,,,
BLK002,ARTRT,1,,4,,0,,0,,3,,1,,5,,,,12,,2,,13,,,
BLK002,ATCA2,0,,2,,2,,0,,0,,0,,0,,,,0,,7,,0,,,
BLK002,SPAI,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,1,,,
BLK002,SATR12,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,,
BLK006,SPAI,4,1,13,3,3,15,1,12,11,7,6,1,7,,,,,,,,,,,
BLK006,ERNA10,2,1,5,3,1,10,0,3,5,1,4,3,3,,,,,,,,,,,
BLK006,ATTO,8,5,1,9,0,1,0,0,3,0,8,0,0,,,,,,,,,,,
BLK006,ATCO,0,0,5,6,2,0,2,2,3,0,0,6,0,,,,,,,,,,,
BLK006,SAVE4,0,6,3,2,3,0,1,0,0,0,0,1,0,,,,,,,,,,,
BLK006,DISP,0,6,1,0,0,0,0,1,1,0,0,0,5,,,,,,,,,,,
BLK006,STEPH,0,0,0,1,1,1,0,5,0,1,0,0,1,,,,,,,,,,,
BLK006,ARCA6,0,1,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,
BLK006,JUBA,0,0,1,0,0,2,0,1,1,0,1,0,1,,,,,,,,,,,
BLK006,ATPA3,0,0,0,0,0,0,0,0,0,1,0,1,3,,,,,,,,,,,
BLK006,ARTRT,1,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,
BLK006,ELTR3,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,
BLK006,SUNI,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
BLK006,CALI4,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,
BLK006,GLLE3,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,
BLK006,SATR12,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,
BLK008,ERNA10,19,12,8,13,21,17,11,25,26,0,32,22,12,6,36,19,37,24,,,,,,
BLK008,SPAI,7,24,33,22,23,36,29,15,7,16,9,23,15,7,10,6,11,27,,,,,,
BLK008,GLLE3,17,15,0,10,17,2,0,5,5,0,5,1,14,14,13,7,5,6,,,,,,
BLK008,DISP,5,1,5,10,1,5,0,1,2,1,0,0,11,18,0,0,0,7,,,,,,
BLK008,ATTO,0,0,0,5,0,0,0,9,22,1,0,0,3,0,0,3,3,3,,,,,,
BLK008,ARTRT,0,0,0,0,0,0,13,0,0,29,0,0,0,0,0,0,0,0,,,,,,
BLK008,ELTR3,0,0,0,0,0,0,0,6,7,0,0,2,4,9,8,0,6,0,,,,,,
BLK008,LELA2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,3,0,,,,,,
BLK008,JUBA,0,0,0,3,1,0,0,2,0,0,0,0,6,0,0,2,0,2,,,,,,
BLK008,ELCI2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,1,,,,,,
BLK008,SAVE4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,GRSQ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,
BLK008,MALE3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,
BLK008,MEAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,
BLK008,ARLU,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,
BLK008,ATCA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,
BLK008,BAHY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,
BLK008,ASFA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
BLK008,ATTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
BLK008,CAREX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
BLK008,SEVI4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,
BLK008,ASSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,ATCO12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,CALI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,COAR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,HEAN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,HECU3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,LEAP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,MALE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,POMO5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,ROWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,SAEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK008,XAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
BLK009,SPAI,5,,3,,8,,10,,9,,7,,11,,23,,,,,,,,,
BLK009,ERNA10,2,,2,,0,,4,,0,,1,,6,,7,,,,,,,,,
BLK009,ARTRT,1,,6,,0,,0,,8,,3,,0,,1,,,,,,,,,
BLK009,CALI4,0,,0,,0,,0,,0,,0,,0,,5,,,,,,,,,
BLK009,ELCI2,0,,0,,0,,0,,0,,0,,0,,5,,,,,,,,,
BLK009,DISP,0,,0,,0,,0,,0,,0,,2,,2,,,,,,,,,
BLK009,SATR12,0,,0,,2,,0,,0,,0,,0,,0,,,,,,,,,
BLK009,ATCO,0,,0,,0,,1,,0,,0,,0,,0,,,,,,,,,
BLK009,JUBA,0,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,
BLK009,CLOB,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK009,CORA5,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK009,METO2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK009,PSAN,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK011,ATTO,0,,0,,42,,32,,10,,,,,,,,,,,,,,,
BLK011,SPAI,4,,0,,2,,4,,7,,,,,,,,,,,,,,,
BLK011,ARTRT,10,,4,,0,,0,,0,,,,,,,,,,,,,,,
BLK011,ERNA10,0,,11,,0,,0,,0,,,,,,,,,,,,,,,
BLK011,ATCA2,0,,3,,0,,0,,0,,,,,,,,,,,,,,,
BLK011,SAVE4,3,,0,,0,,0,,0,,,,,,,,,,,,,,,
BLK011,ATCO,1,,0,,0,,0,,0,,,,,,,,,,,,,,,
BLK016,ATTO,0,,2,,20,,4,,11,,0,,17,,0,,,,,,,,,
BLK016,ERNA10,13,,4,,1,,0,,2,,4,,0,,0,,,,,,,,,
BLK016,SPAI,9,,1,,3,,3,,4,,0,,2,,0,,,,,,,,,
BLK016,SAVE4,2,,1,,0,,0,,10,,0,,3,,2,,,,,,,,,
BLK016,ARTRT,0,,0,,0,,6,,0,,5,,0,,0,,,,,,,,,
BLK016,DISP,0,,2,,2,,3,,0,,2,,0,,0,,,,,,,,,
BLK016,GLLE3,0,,0,,8,,0,,0,,0,,0,,0,,,,,,,,,
BLK016,ELTR3,0,,0,,6,,0,,0,,0,,0,,0,,,,,,,,,
BLK016,BAHY,0,,0,,2,,0,,0,,0,,0,,0,,,,,,,,,
BLK016,JUBA,0,,0,,0,,2,,0,,0,,0,,0,,,,,,,,,
BLK016,ELCI2,0,,0,,0,,0,,0,,0,,1,,0,,,,,,,,,
BLK016,SATR12,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK021,ATTO,7,,13,,40,,3,,17,,19,,,,,,,,,,,,,
BLK021,SAVE4,22,,5,,3,,14,,11,,13,,,,,,,,,,,,,
BLK021,SPAI,0,,0,,1,,2,,9,,5,,,,,,,,,,,,,
BLK021,ERNA10,0,,1,,0,,4,,0,,0,,,,,,,,,,,,,
BLK021,MALE3,0,,4,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,ATCO,0,,2,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,SATR12,2,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,ELCI2,1,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,ARTRT,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,ATCA2,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,DISP,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,GLLE3,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,METO2,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK021,SAEX,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,
BLK024,ATTO,5,,0,,13,,3,,14,,3,,22,,17,,,,,,,,,
BLK024,ARTRT,6,,26,,0,,8,,0,,5,,0,,1,,,,,,,,,
BLK024,SAVE4,0,,0,,0,,8,,0,,0,,0,,0,,,,,,,,,
BLK024,SAEX,0,,0,,5,,0,,0,,0,,0,,0,,,,,,,,,
BLK024,SPAI,2,,0,,2,,0,,0,,0,,0,,1,,,,,,,,,
BLK024,ATCO,0,,0,,0,,2,,0,,0,,0,,0,,,,,,,,,
BLK024,ERNA10,0,,0,,0,,0,,0,,0,,2,,0,,,,,,,,,
BLK024,GLLE3,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK033,ATTO,0,,23,,17,,33,,,,,,,,,,,,,,,,,
BLK033,SPAI,1,,3,,4,,6,,,,,,,,,,,,,,,,,
BLK033,GLLE3,0,,0,,0,,7,,,,,,,,,,,,,,,,,
BLK033,GRSP,5,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK033,ATCO,2,,0,,2,,0,,,,,,,,,,,,,,,,,
BLK033,SAVE4,3,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK033,SATR12,1,,0,,1,,0,,,,,,,,,,,,,,,,,
BLK039,SPAI,1,,7,,5,,14,,13,,,,,,,,,,,,,,,
BLK039,ERNA10,2,,5,,1,,7,,1,,,,,,,,,,,,,,,
BLK039,ATTO,0,,5,,2,,4,,3,,,,,,,,,,,,,,,
BLK039,GLLE3,0,,1,,0,,7,,0,,,,,,,,,,,,,,,
BLK039,ARTRT,1,,1,,0,,3,,2,,,,,,,,,,,,,,,
BLK039,CALI4,0,,0,,0,,1,,2,,,,,,,,,,,,,,,
BLK039,ATCO,1,,0,,0,,0,,0,,,,,,,,,,,,,,,
BLK039,DISP,0,,1,,0,,0,,0,,,,,,,,,,,,,,,
BLK039,ELCI2,0,,0,,1,,0,,0,,,,,,,,,,,,,,,
BLK044,ATTO,16,,14,,9,,19,20,,,,,,,,,,,,,,,,
BLK044,SPAI,6,,11,,6,,3,1,,,,,,,,,,,,,,,,
BLK044,ERNA10,2,,0,,7,,4,0,,,,,,,,,,,,,,,,
BLK044,ARTRT,2,,3,,0,,0,0,,,,,,,,,,,,,,,,
BLK044,DISP,0,,0,,1,,0,0,,,,,,,,,,,,,,,,
BLK059,DISP,7,,9,,12,,,,,,,,,,,,,,,,,,,
BLK059,ATTO,0,,8,,5,,,,,,,,,,,,,,,,,,,
BLK059,ERNA10,6,,1,,6,,,,,,,,,,,,,,,,,,,
BLK059,ELTR3,4,,2,,0,,,,,,,,,,,,,,,,,,,
BLK059,ARTRT,3,,0,,0,,,,,,,,,,,,,,,,,,,
BLK059,JUBA,1,,0,,0,,,,,,,,,,,,,,,,,,,
BLK069,SPAI,3,,14,,1,,10,,5,,3,,6,,21,,,,,,,,,
BLK069,DISP,1,,0,,1,,3,,0,,0,,4,,10,,,,,,,,,
BLK069,SAVE4,1,,0,,0,,0,,0,,0,,13,,1,,,,,,,,,
BLK069,ERNA10,1,,1,,2,,1,,0,,1,,2,,2,,,,,,,,,
BLK069,SUNI,0,,0,,0,,0,,0,,0,,8,,0,,,,,,,,,
BLK069,ELCI2,4,,1,,0,,0,,0,,1,,1,,0,,,,,,,,,
BLK069,PSPO,0,,0,,0,,0,,5,,0,,0,,0,,,,,,,,,
BLK069,JUBA,0,,0,,0,,0,,0,,1,,0,,3,,,,,,,,,
BLK069,ASLE8,2,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK069,ATTO,0,,0,,0,,0,,0,,0,,2,,0,,,,,,,,,
BLK069,ATCO,0,,0,,0,,1,,0,,0,,0,,0,,,,,,,,,
BLK069,ATPA3,0,,0,,0,,1,,0,,0,,0,,0,,,,,,,,,
BLK069,PSARM,0,,0,,0,,0,,1,,0,,0,,0,,,,,,,,,
BLK069,STEPH,0,,0,,0,,0,,0,,0,,1,,0,,,,,,,,,
BLK069,ALOC2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK069,CALI4,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK069,NIOC2,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK074,SPAI,0,,0,,18,,12,,14,,8,,11,,,,,,,,,,,
BLK074,ATTO,8,,3,,9,,10,,12,,6,,1,,,,,,,,,,,
BLK074,SAVE4,9,,6,,1,,7,,0,,0,,4,,,,,,,,,,,
BLK074,DISP,0,,1,,4,,5,,9,,4,,0,,,,,,,,,,,
BLK074,SUNI,0,,0,,2,,0,,1,,5,,6,,,,,,,,,,,
BLK074,ARTRT,0,,9,,0,,0,,0,,0,,0,,,,,,,,,,,
BLK074,ERNA10,0,,0,,0,,0,,3,,2,,0,,,,,,,,,,,
BLK074,GLLE3,0,,0,,0,,2,,0,,0,,0,,,,,,,,,,,
BLK074,ELCI2,0,,0,,0,,0,,0,,1,,0,,,,,,,,,,,
BLK074,JUBA,0,,0,,0,,0,,1,,0,,0,,,,,,,,,,,
BLK074,STEPH,0,,1,,0,,0,,0,,0,,0,,,,,,,,,,,
BLK075,DISP,0,,0,,,,23,,4,,11,,,,,,,,,,,,,
BLK075,ERNA10,0,,1,,,,5,,17,,15,,,,,,,,,,,,,
BLK075,ATPO,0,,36,,,,0,,0,,0,,,,,,,,,,,,,
BLK075,ELTR3,25,,0,,,,0,,0,,0,,,,,,,,,,,,,
BLK075,JUBA,2,,0,,,,4,,1,,5,,,,,,,,,,,,,
BLK075,ASFA,7,,0,,,,1,,3,,0,,,,,,,,,,,,,
BLK075,MALE3,7,,0,,,,3,,0,,0,,,,,,,,,,,,,
BLK075,ATTO,0,,0,,,,2,,7,,0,,,,,,,,,,,,,
BLK075,SPAI,0,,1,,,,0,,7,,1,,,,,,,,,,,,,
BLK075,ATCA2,0,,5,,,,0,,0,,0,,,,,,,,,,,,,
BLK075,GLLE3,0,,0,,,,4,,1,,0,,,,,,,,,,,,,
BLK075,SAVE4,0,,4,,,,0,,1,,0,,,,,,,,,,,,,
BLK075,JUME4,1,,0,,,,1,,0,,2,,,,,,,,,,,,,
BLK075,LELA2,4,,0,,,,0,,0,,0,,,,,,,,,,,,,
BLK075,HECU3,0,,0,,,,2,,1,,0,,,,,,,,,,,,,
BLK075,ROWO,0,,0,,,,3,,0,,0,,,,,,,,,,,,,
BLK075,ARTRT,0,,2,,,,0,,0,,0,,,,,,,,,,,,,
BLK075,CHENO,0,,0,,,,0,,2,,0,,,,,,,,,,,,,
BLK075,HEAN3,0,,0,,,,0,,0,,2,,,,,,,,,,,,,
BLK075,THINA,0,,0,,,,0,,2,,0,,,,,,,,,,,,,
BLK075,MEAL2,0,,0,,,,0,,1,,0,,,,,,,,,,,,,
BLK075,MUAS,0,,0,,,,0,,1,,0,,,,,,,,,,,,,
BLK075,ELCI2,0,,0,,,,0,,0,,0,,,,,,,,,,,,,
BLK077,SPAI,9,,10,,6,,2,,,,,,,,,,,,,,,,,
BLK077,ARTRT,0,,1,,3,,4,,,,,,,,,,,,,,,,,
BLK077,ATTO,4,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK077,ATCO,1,,1,,0,,0,,,,,,,,,,,,,,,,,
BLK077,DISP,1,,1,,0,,0,,,,,,,,,,,,,,,,,
BLK077,ERNA10,0,,0,,2,,0,,,,,,,,,,,,,,,,,
BLK077,SAVE4,0,,0,,0,,2,,,,,,,,,,,,,,,,,
BLK077,ASLE8,1,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK077,ATCA2,0,,0,,1,,0,,,,,,,,,,,,,,,,,
BLK077,ELTR3,1,,0,,0,,0,,,,,,,,,,,,,,,,,
BLK077,PSPO,0,,0,,1,,0,,,,,,,,,,,,,,,,,
BLK093,SPAI,6,,13,,5,,17,,3,,20,,15,,12,,,,,,,,,
BLK093,MEAL2,13,,14,,2,,3,,0,,1,,0,,0,,,,,,,,,
BLK093,DISP,6,,3,,3,,4,,4,,3,,1,,1,,,,,,,,,
BLK093,ERNA10,3,,7,,2,,3,,1,,1,,6,,1,,,,,,,,,
BLK093,ARTRT,0,,0,,0,,0,,0,,0,,3,,2,,,,,,,,,
BLK093,JUBA,1,,1,,0,,3,,0,,0,,0,,0,,,,,,,,,
BLK093,ARCA6,0,,0,,0,,0,,1,,3,,0,,0,,,,,,,,,
BLK093,STPA4,0,,0,,0,,0,,0,,2,,0,,2,,,,,,,,,
BLK093,ATCO,0,,0,,1,,1,,0,,0,,0,,1,,,,,,,,,
BLK093,SPGR,1,,2,,0,,0,,0,,0,,0,,0,,,,,,,,,
BLK093,JUME4,0,,0,,0,,0,,2,,0,,0,,0,,,,,,,,,
BLK093,ATTO,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,
